0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,label
-570.0003051757812,29.231855392456055,-28.572050094604492,-1.1719390153884888,-8.968901634216309,-10.66073989868164,-13.617955207824707,-19.15739631652832,-4.766867160797119,-3.655524492263794,-10.31267261505127,-5.831185817718506,-4.95265531539917,2.8734564781188965,-8.871243476867676,-3.4533653259277344,-3.4243040084838867,0.0870339497923851,5.244876861572266,12.593621253967285,14.37722110748291,9.615437507629395,4.689367294311523,4.22471809387207,-1.8333895206451416,-2.791245698928833,1.0087288618087769,0.0829491838812828,0.8382054567337036,-1.7631949186325073,-4.955722808837891,0.33948445320129395,-1.5946780443191528,-2.310497999191284,-2.056171178817749,-1.674239993095398,-3.602858543395996,1.6571317911148071,0.41518858075141907,3.374539852142334,0.3971533179283142,0.2801966369152069,0.29168999195098877,0.4332043528556824,0.47925078868865967,0.44495269656181335,0.3635749816894531,0.3713945150375366,0.41519829630851746,0.37602850794792175,0.45489752292633057,0.49766406416893005,12.476468461857534,19.226148177016256,17.174973504378343,16.685995656444106,18.888787629639186,18.280899896178685,45.01618018522557,0.3251437548524845,fearful
-542.260498046875,33.782989501953125,-3.803622007369995,3.0919854640960693,-9.681706428527832,-6.023738861083984,-8.644805908203125,-11.424565315246582,-11.615020751953125,-1.289250135421753,-7.245758533477783,-5.946873664855957,-3.1478207111358643,-5.415153980255127,-6.079906940460205,-5.448543548583984,-2.2839818000793457,-6.972795009613037,-5.977273941040039,-2.386894464492798,-4.616718769073486,-0.18332360684871674,-2.3266570568084717,0.3499699831008911,-3.7624125480651855,-1.210594892501831,-1.5949194431304932,-2.096731662750244,1.395465612411499,3.884470224380493,3.6054177284240723,3.812211036682129,-0.6496133208274841,1.0712968111038208,-0.3289201855659485,3.0586955547332764,0.4141819179058075,2.2374346256256104,-1.0377076864242554,2.2856879234313965,0.3898412585258484,0.30839794874191284,0.3205149173736572,0.373526006937027,0.387702077627182,0.48399487137794495,0.3817538321018219,0.3393077254295349,0.386890172958374,0.411431223154068,0.4292210340499878,0.42441174387931824,18.173931446268316,15.728459979796716,17.10986283492703,15.685417730672004,16.818194471658583,17.31000372165348,42.095585689046736,0.2745787490754438,angry
-687.7066040039062,39.08858871459961,-5.860186576843262,6.9239821434021,-10.53479290008545,-5.880983829498291,-6.757150650024414,-8.113561630249023,-3.6856682300567627,-5.64371395111084,-4.794426918029785,-6.867074966430664,-3.5609748363494873,-4.205888271331787,-5.514464378356934,-2.805530071258545,-1.884157657623291,0.1841365545988083,0.056202687323093414,3.8838582038879395,0.9592594504356384,1.5213236808776855,0.1589476466178894,1.243477463722229,-1.540470838546753,0.651954710483551,-1.1313414573669434,0.3810373842716217,-2.272599697113037,-0.6074796319007874,-1.6549406051635742,1.222619891166687,-2.0098989009857178,0.8079186677932739,-0.33611685037612915,1.3321712017059326,-0.04973645880818367,1.4307610988616943,0.9083962440490723,2.247201681137085,0.41181090474128723,0.4164375364780426,0.3955824673175812,0.4771605134010315,0.4863108694553375,0.5340328812599182,0.44929227232933044,0.39362087845802307,0.40141651034355164,0.40209391713142395,0.380330890417099,0.3717176914215088,16.162947683806575,15.422743198555665,16.570753087052434,15.50313245810417,16.81615310129928,16.716420305118167,40.23293708575585,0.2826806329617834,surprised
-550.8191528320312,37.23244857788086,-5.966860771179199,4.732355117797852,-2.008578300476074,-9.404682159423828,-14.451253890991211,-14.265596389770508,-8.414461135864258,0.7588001489639282,-12.59066390991211,-7.839360237121582,1.5324705839157104,-6.720425605773926,-6.038461685180664,-4.286006450653076,-5.639622211456299,-3.116366386413574,-4.28915548324585,-4.300074577331543,-0.21320095658302307,0.7380539774894714,1.9807006120681763,4.093761920928955,1.0255638360977173,5.797588348388672,0.36277756094932556,1.6387724876403809,-0.12087834626436234,-0.3586246073246002,-0.4740482270717621,0.5731843709945679,-1.2606055736541748,0.8021692037582397,-1.1039236783981323,1.2855210304260254,-0.39798107743263245,1.5259097814559937,-0.4769883453845978,0.9136070013046265,0.38304346799850464,0.33237096667289734,0.32460808753967285,0.31044867634773254,0.2594432830810547,0.27273449301719666,0.2566271722316742,0.26907193660736084,0.3128681480884552,0.4014882743358612,0.4067118167877197,0.39997562766075134,16.634671947309766,17.922245071393405,17.128786696656043,16.119044141868137,18.338441173570303,18.427371030493557,39.7855624680971,0.2232998934659091,fearful
-573.2967529296875,45.84103775024414,-9.815438270568848,4.2864203453063965,-8.331690788269043,-3.4894344806671143,-5.2287678718566895,-11.024237632751465,-5.628938674926758,-1.9968008995056152,-5.7729268074035645,-2.41422700881958,-7.066335201263428,-0.0021707031410187483,-5.819953918457031,-4.597419261932373,-3.2997429370880127,-4.707823753356934,-5.550668716430664,-2.0330920219421387,-1.7223029136657715,-1.8036994934082031,0.4300059676170349,0.08363819867372513,1.115761637687683,1.4491089582443237,3.3008155822753906,4.017650604248047,2.918668508529663,3.7454376220703125,0.6649641990661621,2.562006711959839,0.34554049372673035,2.1196937561035156,1.1288084983825684,2.009103298187256,0.07874246686697006,0.9803993701934814,-0.7160353660583496,-1.3030879497528076,0.5524510145187378,0.5027156472206116,0.4398253858089447,0.4390523135662079,0.4549995958805084,0.4851923882961273,0.5107460618019104,0.49493980407714844,0.48813334107398987,0.49737608432769775,0.5307119488716125,0.48406147956848145,15.979444828311077,15.463562565293731,15.957492186043373,14.55838671196609,16.455632907342117,17.133977328602853,42.61608045696702,0.2757261311349693,angry
-710.5711059570312,53.051273345947266,-14.80141830444336,8.403964042663574,-0.16601409018039703,-10.802906036376953,-11.535567283630371,-10.90144157409668,-6.120129585266113,0.14787794649600983,-8.374228477478027,-2.5629935264587402,-5.52345609664917,-4.261971950531006,-4.936761856079102,-4.168051719665527,-2.6819279193878174,-4.257407188415527,-4.996965408325195,-4.8682861328125,-1.0192887783050537,-1.6492277383804321,-3.7723851203918457,0.22445504367351532,-2.65120530128479,1.6840877532958984,1.8222123384475708,7.428835391998291,5.703848361968994,8.724299430847168,2.9386637210845947,6.864773750305176,5.923295497894287,9.140814781188965,6.073257923126221,7.6757917404174805,3.8990445137023926,3.1170995235443115,2.0660250186920166,5.328768730163574,0.4886401295661926,0.3574816882610321,0.4092363715171814,0.45563313364982605,0.42265909910202026,0.4565192759037018,0.4260888695716858,0.42099204659461975,0.4246501922607422,0.46049565076828003,0.5321828126907349,0.5132728219032288,18.973164267505023,15.58822169089307,16.807909078860263,15.74301643984553,16.937359009085608,17.412670375093192,46.10321097664285,0.3458178219379195,neutral
-671.1920776367188,50.52338409423828,-1.9440011978149414,5.948215007781982,3.635085105895996,-5.097414970397949,-5.872725963592529,-11.157332420349121,-9.334851264953613,-4.937577724456787,-8.197027206420898,-3.910611629486084,-10.504100799560547,-3.274961233139038,-1.6796199083328247,-9.246500968933105,-7.994958400726318,-4.561446189880371,-5.3938984870910645,-6.32179069519043,-6.1509809494018555,-3.858121395111084,-7.241627216339111,-4.031386852264404,-2.603982448577881,-0.43759024143218994,-2.3611392974853516,1.5575306415557861,-2.138338565826416,4.820976734161377,3.6738295555114746,7.675036907196045,6.451560020446777,7.370920181274414,3.779217004776001,3.3836867809295654,3.067817449569702,3.910550832748413,0.3067249655723572,-1.4377470016479492,0.44053977727890015,0.47380170226097107,0.47992831468582153,0.49135252833366394,0.46945837140083313,0.41864368319511414,0.3992910087108612,0.518050491809845,0.5428873300552368,0.5548743605613708,0.521463930606842,0.4377933442592621,19.822219799062026,17.041568622970942,17.39053528071539,15.877052430397159,16.643380196083573,16.662929803051917,45.04214446716876,0.3119997363880368,calm
-676.2738037109375,52.39769744873047,5.182034015655518,6.06206750869751,4.501570224761963,-2.6766357421875,-2.304492712020874,-11.054174423217773,-4.132283687591553,-0.5385116338729858,-7.702116012573242,-2.7392613887786865,-6.709433078765869,-3.044823169708252,-0.5213290452957153,-9.42170238494873,-5.0288896560668945,-2.5986008644104004,-6.628749847412109,-4.584383010864258,-4.0157551765441895,-4.1581244468688965,-6.841508388519287,-3.4354631900787354,-4.887906074523926,-1.0681586265563965,-2.295529365539551,1.5131231546401978,-1.6343261003494263,3.6243896484375,1.259567141532898,3.3058488368988037,1.8044682741165161,4.432438850402832,2.623775005340576,5.794891357421875,3.511293411254883,7.327235698699951,3.2543888092041016,5.772215366363525,0.4315074384212494,0.41814061999320984,0.3894886076450348,0.45360809564590454,0.5508916974067688,0.6024026274681091,0.5667949318885803,0.4866728186607361,0.5159491896629333,0.47918370366096497,0.45081475377082825,0.44183310866355896,21.391445846416286,16.174788330629944,17.688364371558364,16.047906506634238,17.002487100766302,17.10966128243965,45.317965912856145,0.3073621616242038,neutral
-699.43115234375,64.44927215576172,-4.01250696182251,5.070219993591309,4.282751083374023,-6.839472770690918,-19.007909774780273,-12.251842498779297,-3.122241973876953,4.519030570983887,-6.253593921661377,-5.268787860870361,-5.2041096687316895,-2.728309392929077,-5.8466973304748535,0.2799534499645233,-3.0403144359588623,-2.845388650894165,-2.9367380142211914,-5.655905723571777,-1.3099772930145264,-0.5064790844917297,-4.932205677032471,-0.11231134086847305,-6.100822448730469,-0.7356055378913879,-3.9622368812561035,2.0107421875,-0.22996999323368073,7.9551520347595215,3.3391432762145996,11.448249816894531,7.759994029998779,12.144267082214355,8.2465181350708,12.600812911987305,8.315179824829102,11.091670036315918,5.668162822723389,6.572634696960449,0.3208840489387512,0.3237197697162628,0.35684120655059814,0.30014875531196594,0.3201882839202881,0.380343496799469,0.464250773191452,0.5039181113243103,0.45987245440483093,0.5119107365608215,0.5223094820976257,0.4249696433544159,23.219649898325237,17.635616339651293,18.433113812173488,16.681602614141994,18.48618735196604,16.825000919626778,46.78299979298393,0.22038517441860464,calm
-698.5696411132812,52.51681137084961,-9.74099349975586,11.873465538024902,4.2723541259765625,-11.441929817199707,-14.926324844360352,-9.880667686462402,-0.09415396302938461,-1.6417107582092285,-5.088741779327393,-3.037533760070801,-6.40834903717041,-1.9309862852096558,-4.007390975952148,-2.5874791145324707,-8.033318519592285,-4.451788902282715,-3.3030359745025635,-7.021590709686279,-3.18685245513916,-3.338961601257324,-5.077539920806885,0.699120044708252,-3.8776206970214844,2.7140913009643555,1.060484766960144,5.188860893249512,-0.7993793487548828,4.2088212966918945,-0.7418316602706909,6.825036525726318,5.2066473960876465,10.64828872680664,7.041568279266357,7.793923854827881,5.575940132141113,7.859823226928711,7.618405818939209,6.986484050750732,0.4757983088493347,0.47715213894844055,0.40123480558395386,0.3568483293056488,0.32950007915496826,0.38765281438827515,0.5327902436256409,0.5438909530639648,0.4877717196941376,0.440399706363678,0.4658809006214142,0.43564373254776,22.32653395940657,17.640227233190483,16.527163323990614,15.955521215485604,17.463721267545193,16.83437385192615,46.436187855764,0.23851028914304123,calm
